filename,cell_line,degradation,method,iou,improvement
MCF7_Phase_E4_1_03d08h00m_1,MCF7,combined_mild,DeBCR+DoG,0.47743623673026603,0.07044381175302866
MCF7_Phase_E4_1_03d08h00m_1,MCF7,HQ_reference,raw_HQ,0.5867451192791551,0.1797526943019177
MCF7_Phase_E4_1_03d12h00m_1,MCF7,noise_50,raw,0.4587251519437557,0.0
MCF7_Phase_E4_1_03d12h00m_1,MCF7,noise_50,DeBCR,0.4530572214189205,-0.005667930524835163
MCF7_Phase_E4_1_03d12h00m_1,MCF7,noise_50,PI-DDPM,0.4651016391116996,0.006376487167943923
MCF7_Phase_E4_1_03d12h00m_1,MCF7,noise_50,PSF-Learning,0.32669456066945607,-0.1320305912742996
MCF7_Phase_E4_1_03d12h00m_1,MCF7,noise_50,DoG_filter,0.46484623087671,0.006121078932954327
MCF7_Phase_E4_1_03d12h00m_1,MCF7,noise_50,DeBCR+DoG,0.46077999485561727,0.0020548429118615874
MCF7_Phase_E4_1_03d12h00m_1,MCF7,HQ_reference,raw_HQ,0.5886618325642716,0.12993668062051594
MCF7_Phase_E4_1_03d12h00m_1,MCF7,combined_mild,raw,0.4399840151129841,0.0
MCF7_Phase_E4_1_03d12h00m_1,MCF7,combined_mild,DeBCR,0.4220192936956153,-0.017964721417368767
MCF7_Phase_E4_1_03d12h00m_1,MCF7,combined_mild,PI-DDPM,0.42475685502196636,-0.01522716009101771
MCF7_Phase_E4_1_03d12h00m_1,MCF7,combined_mild,PSF-Learning,0.30693371637600914,-0.13305029873697494
MCF7_Phase_E4_1_03d12h00m_1,MCF7,combined_mild,DoG_filter,0.47603388696912274,0.03604987185613867
MCF7_Phase_E4_1_03d12h00m_1,MCF7,combined_mild,DeBCR+DoG,0.4776464655645041,0.03766245045152
MCF7_Phase_E4_1_03d12h00m_1,MCF7,HQ_reference,raw_HQ,0.5886618325642716,0.14867781745128755
MCF7_Phase_E4_1_03d16h00m_4,MCF7,noise_50,raw,0.44468919148523023,0.0
MCF7_Phase_E4_1_03d16h00m_4,MCF7,noise_50,DeBCR,0.45048404967033767,0.005794858185107443
MCF7_Phase_E4_1_03d16h00m_4,MCF7,noise_50,PI-DDPM,0.44954887013093214,0.004859678645701915
MCF7_Phase_E4_1_03d16h00m_4,MCF7,noise_50,PSF-Learning,0.3190456260482914,-0.12564356543693883
MCF7_Phase_E4_1_03d16h00m_4,MCF7,noise_50,DoG_filter,0.444295086145686,-0.000394105339544204
MCF7_Phase_E4_1_03d16h00m_4,MCF7,noise_50,DeBCR+DoG,0.4410722964763062,-0.003616895008924037
MCF7_Phase_E4_1_03d16h00m_4,MCF7,HQ_reference,raw_HQ,0.5863902266928119,0.1417010352075817
MCF7_Phase_E4_1_03d16h00m_4,MCF7,combined_mild,raw,0.41242432007706153,0.0
MCF7_Phase_E4_1_03d16h00m_4,MCF7,combined_mild,DeBCR,0.39168427295303754,-0.020740047124023997
MCF7_Phase_E4_1_03d16h00m_4,MCF7,combined_mild,PI-DDPM,0.3980905414979287,-0.014333778579132816
MCF7_Phase_E4_1_03d16h00m_4,MCF7,combined_mild,PSF-Learning,0.30356803550322536,-0.10885628457383617
MCF7_Phase_E4_1_03d16h00m_4,MCF7,combined_mild,DoG_filter,0.4400737386334742,0.027649418556412675
MCF7_Phase_E4_1_03d16h00m_4,MCF7,combined_mild,DeBCR+DoG,0.4629901828980467,0.050565862820985186
MCF7_Phase_E4_1_03d16h00m_4,MCF7,HQ_reference,raw_HQ,0.5863902266928119,0.1739659066157504
MCF7_Phase_E4_2_00d00h00m_4,MCF7,noise_50,raw,0.12875571095792276,0.0
MCF7_Phase_E4_2_00d00h00m_4,MCF7,noise_50,DeBCR,0.12812544888676083,-0.00063026207116193
MCF7_Phase_E4_2_00d00h00m_4,MCF7,noise_50,PI-DDPM,0.12846944589411996,-0.00028626506380280414
MCF7_Phase_E4_2_00d00h00m_4,MCF7,noise_50,PSF-Learning,0.11904525789936904,-0.009710453058553725
MCF7_Phase_E4_2_00d00h00m_4,MCF7,noise_50,DoG_filter,0.1291441611380513,0.0003884501801285356
MCF7_Phase_E4_2_00d00h00m_4,MCF7,noise_50,DeBCR+DoG,0.12790895112679113,-0.0008467598311316382
MCF7_Phase_E4_2_00d00h00m_4,MCF7,HQ_reference,raw_HQ,0.14650006375111566,0.01774435279319289
MCF7_Phase_E4_2_00d00h00m_4,MCF7,combined_mild,raw,0.14694265895186362,0.0
MCF7_Phase_E4_2_00d00h00m_4,MCF7,combined_mild,DeBCR,0.14477845539424686,-0.0021642035576167618
MCF7_Phase_E4_2_00d00h00m_4,MCF7,combined_mild,PI-DDPM,0.14642042051763487,-0.0005222384342287445
MCF7_Phase_E4_2_00d00h00m_4,MCF7,combined_mild,PSF-Learning,0.1731801574844692,0.02623749853260557
MCF7_Phase_E4_2_00d00h00m_4,MCF7,combined_mild,DoG_filter,0.11684148252374404,-0.030101176428119575
MCF7_Phase_E4_2_00d00h00m_4,MCF7,combined_mild,DeBCR+DoG,0.12144484466579694,-0.025497814286066678
MCF7_Phase_E4_2_00d00h00m_4,MCF7,HQ_reference,raw_HQ,0.14650006375111566,-0.0004425952007479639
SHSY5Y_Phase_B10_1_00d04h00m_1,SHSY5Y,noise_50,raw,0.21863281635031992,0.0
SHSY5Y_Phase_B10_1_00d04h00m_1,SHSY5Y,noise_50,DeBCR,0.2176451494232975,-0.0009876669270224292
SHSY5Y_Phase_B10_1_00d04h00m_1,SHSY5Y,noise_50,PI-DDPM,0.21685419951191068,-0.0017786168384092416
SHSY5Y_Phase_B10_1_00d04h00m_1,SHSY5Y,noise_50,PSF-Learning,0.18418134971241185,-0.034451466637908074
SHSY5Y_Phase_B10_1_00d04h00m_1,SHSY5Y,noise_50,DoG_filter,0.21804027234782758,-0.0005925440024923401
SHSY5Y_Phase_B10_1_00d04h00m_1,SHSY5Y,noise_50,DeBCR+DoG,0.21839438815276696,-0.00023842819755295896
SHSY5Y_Phase_B10_1_00d04h00m_1,SHSY5Y,HQ_reference,raw_HQ,0.06106246925725529,-0.15757034709306464
SHSY5Y_Phase_B10_1_00d04h00m_1,SHSY5Y,combined_mild,raw,0.19167865775094284,0.0
SHSY5Y_Phase_B10_1_00d04h00m_1,SHSY5Y,combined_mild,DeBCR,0.196226572223019,0.00454791447207617
SHSY5Y_Phase_B10_1_00d04h00m_1,SHSY5Y,combined_mild,PI-DDPM,0.19544231097732698,0.0037636532263841393
SHSY5Y_Phase_B10_1_00d04h00m_1,SHSY5Y,combined_mild,PSF-Learning,0.08400437253314864,-0.1076742852177942
SHSY5Y_Phase_B10_1_00d04h00m_1,SHSY5Y,combined_mild,DoG_filter,0.22002395047985293,0.028345292728910093
SHSY5Y_Phase_B10_1_00d04h00m_1,SHSY5Y,combined_mild,DeBCR+DoG,0.22005339980109193,0.028374742050149088
SHSY5Y_Phase_B10_1_00d04h00m_1,SHSY5Y,HQ_reference,raw_HQ,0.06106246925725529,-0.13061618849368756
SHSY5Y_Phase_B10_1_00d08h00m_1,SHSY5Y,noise_50,raw,0.23359016057625176,0.0
SHSY5Y_Phase_B10_1_00d08h00m_1,SHSY5Y,noise_50,DeBCR,0.2316705654253862,-0.0019195951508655662
SHSY5Y_Phase_B10_1_00d08h00m_1,SHSY5Y,noise_50,PI-DDPM,0.2318985806853635,-0.0016915798908882507
SHSY5Y_Phase_B10_1_00d08h00m_1,SHSY5Y,noise_50,PSF-Learning,0.19557319631082967,-0.03801696426542209
SHSY5Y_Phase_B10_1_00d08h00m_1,SHSY5Y,noise_50,DoG_filter,0.23739854851094397,0.003808387934692209
SHSY5Y_Phase_B10_1_00d08h00m_1,SHSY5Y,noise_50,DeBCR+DoG,0.23469732132812793,0.0011071607518761684
SHSY5Y_Phase_B10_1_00d08h00m_1,SHSY5Y,HQ_reference,raw_HQ,0.060483475750474476,-0.1731066848257773
SHSY5Y_Phase_B10_1_00d08h00m_1,SHSY5Y,combined_mild,raw,0.20019050136495595,0.0
SHSY5Y_Phase_B10_1_00d08h00m_1,SHSY5Y,combined_mild,DeBCR,0.20201698751708835,0.001826486152132406
SHSY5Y_Phase_B10_1_00d08h00m_1,SHSY5Y,combined_mild,PI-DDPM,0.20313466971613076,0.0029441683511748085
SHSY5Y_Phase_B10_1_00d08h00m_1,SHSY5Y,combined_mild,PSF-Learning,0.058742574565359376,-0.14144792679959656
SHSY5Y_Phase_B10_1_00d08h00m_1,SHSY5Y,combined_mild,DoG_filter,0.23954580858728458,0.039355307222328634
SHSY5Y_Phase_B10_1_00d08h00m_1,SHSY5Y,combined_mild,DeBCR+DoG,0.23405760611269025,0.0338671047477343
SHSY5Y_Phase_B10_1_00d08h00m_1,SHSY5Y,HQ_reference,raw_HQ,0.060483475750474476,-0.13970702561448148
SHSY5Y_Phase_B10_1_00d12h00m_1,SHSY5Y,noise_50,raw,0.2605831026500251,0.0
SHSY5Y_Phase_B10_1_00d12h00m_1,SHSY5Y,noise_50,DeBCR,0.26325310649519806,0.0026700038451729635
SHSY5Y_Phase_B10_1_00d12h00m_1,SHSY5Y,noise_50,PI-DDPM,0.26343480499420774,0.0028517023441826383
SHSY5Y_Phase_B10_1_00d12h00m_1,SHSY5Y,noise_50,PSF-Learning,0.21299380906764273,-0.04758929358238237
SHSY5Y_Phase_B10_1_00d12h00m_1,SHSY5Y,noise_50,DoG_filter,0.2611608214748771,0.0005777188248520249
SHSY5Y_Phase_B10_1_00d12h00m_1,SHSY5Y,noise_50,DeBCR+DoG,0.25976355876638657,-0.0008195438836385294
SHSY5Y_Phase_B10_1_00d12h00m_1,SHSY5Y,HQ_reference,raw_HQ,0.06869096445438727,-0.19189213819563783
SHSY5Y_Phase_B10_1_00d12h00m_1,SHSY5Y,combined_mild,raw,0.2281469789263928,0.0
SHSY5Y_Phase_B10_1_00d12h00m_1,SHSY5Y,combined_mild,DeBCR,0.23370336294143443,0.005556384015041632
SHSY5Y_Phase_B10_1_00d12h00m_1,SHSY5Y,combined_mild,PI-DDPM,0.23267148014440434,0.00452450121801154
SHSY5Y_Phase_B10_1_00d12h00m_1,SHSY5Y,combined_mild,PSF-Learning,0.06466555493792848,-0.16348142398846432
SHSY5Y_Phase_B10_1_00d12h00m_1,SHSY5Y,combined_mild,DoG_filter,0.267808068594042,0.039661089667649196
SHSY5Y_Phase_B10_1_00d12h00m_1,SHSY5Y,combined_mild,DeBCR+DoG,0.26814739204288673,0.04000041311649394
SHSY5Y_Phase_B10_1_00d12h00m_1,SHSY5Y,HQ_reference,raw_HQ,0.06869096445438727,-0.15945601447200553
SHSY5Y_Phase_B10_1_00d16h00m_3,SHSY5Y,noise_50,raw,0.2751541585200782,0.0
SHSY5Y_Phase_B10_1_00d16h00m_3,SHSY5Y,noise_50,DeBCR,0.27332916130215207,-0.0018249972179261165
SHSY5Y_Phase_B10_1_00d16h00m_3,SHSY5Y,noise_50,PI-DDPM,0.2733746512062988,-0.0017795073137794049
SHSY5Y_Phase_B10_1_00d16h00m_3,SHSY5Y,noise_50,PSF-Learning,0.219356363164625,-0.05579779535545318
SHSY5Y_Phase_B10_1_00d16h00m_3,SHSY5Y,noise_50,DoG_filter,0.2777194961310627,0.0025653376109845416
SHSY5Y_Phase_B10_1_00d16h00m_3,SHSY5Y,noise_50,DeBCR+DoG,0.2798248470747029,0.0046706885546247134
SHSY5Y_Phase_B10_1_00d16h00m_3,SHSY5Y,HQ_reference,raw_HQ,0.34221685152732173,0.06706269300724355
SHSY5Y_Phase_B10_1_00d16h00m_3,SHSY5Y,combined_mild,raw,0.23738960927506855,0.0
SHSY5Y_Phase_B10_1_00d16h00m_3,SHSY5Y,combined_mild,DeBCR,0.23133712418138005,-0.006052485093688498
SHSY5Y_Phase_B10_1_00d16h00m_3,SHSY5Y,combined_mild,PI-DDPM,0.23278079214163638,-0.004608817133432169
SHSY5Y_Phase_B10_1_00d16h00m_3,SHSY5Y,combined_mild,PSF-Learning,0.08870624821502238,-0.14868336106004618
SHSY5Y_Phase_B10_1_00d16h00m_3,SHSY5Y,combined_mild,DoG_filter,0.2788780167562836,0.041488407481215045
SHSY5Y_Phase_B10_1_00d16h00m_3,SHSY5Y,combined_mild,DeBCR+DoG,0.27811442019750265,0.0407248109224341
SHSY5Y_Phase_B10_1_00d16h00m_3,SHSY5Y,HQ_reference,raw_HQ,0.34221685152732173,0.10482724225225318
SHSY5Y_Phase_B10_1_00d20h00m_3,SHSY5Y,noise_50,raw,0.3157241147843598,0.0
SHSY5Y_Phase_B10_1_00d20h00m_3,SHSY5Y,noise_50,DeBCR,0.3118044760745388,-0.003919638709820983
SHSY5Y_Phase_B10_1_00d20h00m_3,SHSY5Y,noise_50,PI-DDPM,0.3117983208382328,-0.003925793946127021
SHSY5Y_Phase_B10_1_00d20h00m_3,SHSY5Y,noise_50,PSF-Learning,0.24413316508439264,-0.07159094969996715
SHSY5Y_Phase_B10_1_00d20h00m_3,SHSY5Y,noise_50,DoG_filter,0.31960002979293906,0.003875915008579256
SHSY5Y_Phase_B10_1_00d20h00m_3,SHSY5Y,noise_50,DeBCR+DoG,0.3237143722796568,0.007990257495297026
SHSY5Y_Phase_B10_1_00d20h00m_3,SHSY5Y,HQ_reference,raw_HQ,0.4194904482972576,0.10376633351289782
SHSY5Y_Phase_B10_1_00d20h00m_3,SHSY5Y,combined_mild,raw,0.26274721908083104,0.0
SHSY5Y_Phase_B10_1_00d20h00m_3,SHSY5Y,combined_mild,DeBCR,0.25668103777767587,-0.0060661813031551715
SHSY5Y_Phase_B10_1_00d20h00m_3,SHSY5Y,combined_mild,PI-DDPM,0.25601018033407086,-0.006737038746760182
SHSY5Y_Phase_B10_1_00d20h00m_3,SHSY5Y,combined_mild,PSF-Learning,0.13759036739125072,-0.12515685168958032
SHSY5Y_Phase_B10_1_00d20h00m_3,SHSY5Y,combined_mild,DoG_filter,0.32492209889669227,0.06217487981586123
SHSY5Y_Phase_B10_1_00d20h00m_3,SHSY5Y,combined_mild,DeBCR+DoG,0.3303791378331157,0.06763191875228464
SHSY5Y_Phase_B10_1_00d20h00m_3,SHSY5Y,HQ_reference,raw_HQ,0.4194904482972576,0.15674322921642658
SHSY5Y_Phase_B10_1_01d00h00m_4,SHSY5Y,noise_50,raw,0.34053343891728455,0.0
SHSY5Y_Phase_B10_1_01d00h00m_4,SHSY5Y,noise_50,DeBCR,0.33673391949175513,-0.0037995194255294185
SHSY5Y_Phase_B10_1_01d00h00m_4,SHSY5Y,noise_50,PI-DDPM,0.3373873369028811,-0.0031461020144034624
SHSY5Y_Phase_B10_1_01d00h00m_4,SHSY5Y,noise_50,PSF-Learning,0.26210440789763334,-0.07842903101965121
SHSY5Y_Phase_B10_1_01d00h00m_4,SHSY5Y,noise_50,DoG_filter,0.34213934213934216,0.0016059032220576142
SHSY5Y_Phase_B10_1_01d00h00m_4,SHSY5Y,noise_50,DeBCR+DoG,0.34384371980763084,0.0033102808903462955
SHSY5Y_Phase_B10_1_01d00h00m_4,SHSY5Y,HQ_reference,raw_HQ,0.47025842518566285,0.1297249862683783
SHSY5Y_Phase_B10_1_01d00h00m_4,SHSY5Y,combined_mild,raw,0.3059768541705695,0.0
SHSY5Y_Phase_B10_1_01d00h00m_4,SHSY5Y,combined_mild,DeBCR,0.3148633527414797,0.008886498570910173
SHSY5Y_Phase_B10_1_01d00h00m_4,SHSY5Y,combined_mild,PI-DDPM,0.31209446004981944,0.006117605879249921
SHSY5Y_Phase_B10_1_01d00h00m_4,SHSY5Y,combined_mild,PSF-Learning,0.09543022148189893,-0.21054663268867058
SHSY5Y_Phase_B10_1_01d00h00m_4,SHSY5Y,combined_mild,DoG_filter,0.35059516200053975,0.04461830782997023
SHSY5Y_Phase_B10_1_01d00h00m_4,SHSY5Y,combined_mild,DeBCR+DoG,0.35159249178125773,0.04561563761068821
SHSY5Y_Phase_B10_1_01d00h00m_4,SHSY5Y,HQ_reference,raw_HQ,0.47025842518566285,0.16428157101509333
SHSY5Y_Phase_B10_1_01d08h00m_2,SHSY5Y,noise_50,raw,0.3636713722197744,0.0
SHSY5Y_Phase_B10_1_01d08h00m_2,SHSY5Y,noise_50,DeBCR,0.36609300926358157,0.0024216370438071566
SHSY5Y_Phase_B10_1_01d08h00m_2,SHSY5Y,noise_50,PI-DDPM,0.36647166071039367,0.0028002884906192516
SHSY5Y_Phase_B10_1_01d08h00m_2,SHSY5Y,noise_50,PSF-Learning,0.2752123786407767,-0.08845899357899772
SHSY5Y_Phase_B10_1_01d08h00m_2,SHSY5Y,noise_50,DoG_filter,0.3675720620842572,0.003900689864482776
SHSY5Y_Phase_B10_1_01d08h00m_2,SHSY5Y,noise_50,DeBCR+DoG,0.36756066234382195,0.0038892901240475397
SHSY5Y_Phase_B10_1_01d08h00m_2,SHSY5Y,HQ_reference,raw_HQ,0.5238872529317354,0.16021588071196102
SHSY5Y_Phase_B10_1_01d08h00m_2,SHSY5Y,combined_mild,raw,0.32742809503959985,0.0
SHSY5Y_Phase_B10_1_01d08h00m_2,SHSY5Y,combined_mild,DeBCR,0.3303505305102074,0.002922435470607554
SHSY5Y_Phase_B10_1_01d08h00m_2,SHSY5Y,combined_mild,PI-DDPM,0.33479896765213357,0.007370872612533719
SHSY5Y_Phase_B10_1_01d08h00m_2,SHSY5Y,combined_mild,PSF-Learning,0.1686417424112502,-0.15878635262834964
SHSY5Y_Phase_B10_1_01d08h00m_2,SHSY5Y,combined_mild,DoG_filter,0.3711455189607663,0.043717423921166454
SHSY5Y_Phase_B10_1_01d08h00m_2,SHSY5Y,combined_mild,DeBCR+DoG,0.377367828253524,0.04993973321392414
SHSY5Y_Phase_B10_1_01d08h00m_2,SHSY5Y,HQ_reference,raw_HQ,0.5238872529317354,0.19645915789213558
SHSY5Y_Phase_B10_1_01d12h00m_2,SHSY5Y,noise_50,raw,0.4078574111734304,0.0
SHSY5Y_Phase_B10_1_01d12h00m_2,SHSY5Y,noise_50,DeBCR,0.41272891081883145,0.004871499645401067
SHSY5Y_Phase_B10_1_01d12h00m_2,SHSY5Y,noise_50,PI-DDPM,0.4121857660376871,0.0043283548642567005
SHSY5Y_Phase_B10_1_01d12h00m_2,SHSY5Y,noise_50,PSF-Learning,0.2997341641991739,-0.10812324697425646
SHSY5Y_Phase_B10_1_01d12h00m_2,SHSY5Y,noise_50,DoG_filter,0.41642917177884475,0.008571760605414369
SHSY5Y_Phase_B10_1_01d12h00m_2,SHSY5Y,noise_50,DeBCR+DoG,0.4112481665514367,0.003390755378006316
SHSY5Y_Phase_B10_1_01d12h00m_2,SHSY5Y,HQ_reference,raw_HQ,0.6314519676605836,0.22359455648715326
SHSY5Y_Phase_B10_1_01d12h00m_2,SHSY5Y,combined_mild,raw,0.33327992976362514,0.0
SHSY5Y_Phase_B10_1_01d12h00m_2,SHSY5Y,combined_mild,DeBCR,0.31467739866598254,-0.018602531097642594
SHSY5Y_Phase_B10_1_01d12h00m_2,SHSY5Y,combined_mild,PI-DDPM,0.3201110007106361,-0.013168929052989053
SHSY5Y_Phase_B10_1_01d12h00m_2,SHSY5Y,combined_mild,PSF-Learning,0.1716866811829562,-0.16159324858066892
SHSY5Y_Phase_B10_1_01d12h00m_2,SHSY5Y,combined_mild,DoG_filter,0.4178059020069659,0.08452597224334074
SHSY5Y_Phase_B10_1_01d12h00m_2,SHSY5Y,combined_mild,DeBCR+DoG,0.4386841094925483,0.10540417972892319
SHSY5Y_Phase_B10_1_01d12h00m_2,SHSY5Y,HQ_reference,raw_HQ,0.6314519676605836,0.2981720378969585
SHSY5Y_Phase_B10_1_01d16h00m_2,SHSY5Y,noise_50,raw,0.3891734944182088,0.0
SHSY5Y_Phase_B10_1_01d16h00m_2,SHSY5Y,noise_50,DeBCR,0.3857693841374943,-0.003404110280714523
SHSY5Y_Phase_B10_1_01d16h00m_2,SHSY5Y,noise_50,PI-DDPM,0.39398022015308926,0.004806725734880446
SHSY5Y_Phase_B10_1_01d16h00m_2,SHSY5Y,noise_50,PSF-Learning,0.290650260592399,-0.0985232338258098
SHSY5Y_Phase_B10_1_01d16h00m_2,SHSY5Y,noise_50,DoG_filter,0.3965645533122064,0.007391058893997604
SHSY5Y_Phase_B10_1_01d16h00m_2,SHSY5Y,noise_50,DeBCR+DoG,0.39212661391087045,0.0029531194926616378
SHSY5Y_Phase_B10_1_01d16h00m_2,SHSY5Y,HQ_reference,raw_HQ,0.5794122791673955,0.19023878474918665
SHSY5Y_Phase_B10_1_01d16h00m_2,SHSY5Y,combined_mild,raw,0.31413520806327877,0.0
SHSY5Y_Phase_B10_1_01d16h00m_2,SHSY5Y,combined_mild,DeBCR,0.29571506415019566,-0.01842014391308311
SHSY5Y_Phase_B10_1_01d16h00m_2,SHSY5Y,combined_mild,PI-DDPM,0.3022192409485321,-0.011915967114746684
SHSY5Y_Phase_B10_1_01d16h00m_2,SHSY5Y,combined_mild,PSF-Learning,0.18261848705087522,-0.13151672101240355
SHSY5Y_Phase_B10_1_01d16h00m_2,SHSY5Y,combined_mild,DoG_filter,0.40293114231162497,0.0887959342483462
SHSY5Y_Phase_B10_1_01d16h00m_2,SHSY5Y,combined_mild,DeBCR+DoG,0.3972682900879095,0.08313308202463071
SHSY5Y_Phase_B10_1_01d16h00m_2,SHSY5Y,HQ_reference,raw_HQ,0.5794122791673955,0.2652770711041167
SHSY5Y_Phase_B10_1_01d20h00m_3,SHSY5Y,noise_50,raw,0.45047617619269015,0.0
SHSY5Y_Phase_B10_1_01d20h00m_3,SHSY5Y,noise_50,DeBCR,0.45658855742557053,0.006112381232880382
SHSY5Y_Phase_B10_1_01d20h00m_3,SHSY5Y,noise_50,PI-DDPM,0.45560497820910273,0.005128802016412581
SHSY5Y_Phase_B10_1_01d20h00m_3,SHSY5Y,noise_50,PSF-Learning,0.32260013197066906,-0.1278760442220211
SHSY5Y_Phase_B10_1_01d20h00m_3,SHSY5Y,noise_50,DoG_filter,0.45987865066245,0.009402474469759836
SHSY5Y_Phase_B10_1_01d20h00m_3,SHSY5Y,noise_50,DeBCR+DoG,0.455480458419042,0.005004282226351853
SHSY5Y_Phase_B10_1_01d20h00m_3,SHSY5Y,HQ_reference,raw_HQ,0.731108924960376,0.2806327487676859
SHSY5Y_Phase_B10_1_01d20h00m_3,SHSY5Y,combined_mild,raw,0.35652491277244924,0.0
SHSY5Y_Phase_B10_1_01d20h00m_3,SHSY5Y,combined_mild,DeBCR,0.34264190875978556,-0.01388300401266368
SHSY5Y_Phase_B10_1_01d20h00m_3,SHSY5Y,combined_mild,PI-DDPM,0.3438871528387346,-0.012637759933714632
SHSY5Y_Phase_B10_1_01d20h00m_3,SHSY5Y,combined_mild,PSF-Learning,0.22497738685630517,-0.13154752591614408
SHSY5Y_Phase_B10_1_01d20h00m_3,SHSY5Y,combined_mild,DoG_filter,0.4837113475726305,0.12718643480018127
SHSY5Y_Phase_B10_1_01d20h00m_3,SHSY5Y,combined_mild,DeBCR+DoG,0.4954583992932653,0.13893348652081605
SHSY5Y_Phase_B10_1_01d20h00m_3,SHSY5Y,HQ_reference,raw_HQ,0.731108924960376,0.3745840121879268
SHSY5Y_Phase_B10_1_02d00h00m_4,SHSY5Y,noise_50,raw,0.4550524905136731,0.0
SHSY5Y_Phase_B10_1_02d00h00m_4,SHSY5Y,noise_50,DeBCR,0.46213574955882136,0.007083259045148282
SHSY5Y_Phase_B10_1_02d00h00m_4,SHSY5Y,noise_50,PI-DDPM,0.44997723871382367,-0.005075251799849412
SHSY5Y_Phase_B10_1_02d00h00m_4,SHSY5Y,noise_50,PSF-Learning,0.32431018340034146,-0.13074230711333162
SHSY5Y_Phase_B10_1_02d00h00m_4,SHSY5Y,noise_50,DoG_filter,0.46012656160449944,0.00507407109082636
SHSY5Y_Phase_B10_1_02d00h00m_4,SHSY5Y,noise_50,DeBCR+DoG,0.46750355043094377,0.01245105991727069
SHSY5Y_Phase_B10_1_02d00h00m_4,SHSY5Y,HQ_reference,raw_HQ,0.7374347624122196,0.28238227189854653
SHSY5Y_Phase_B10_1_02d00h00m_4,SHSY5Y,combined_mild,raw,0.37075555077812417,0.0
SHSY5Y_Phase_B10_1_02d00h00m_4,SHSY5Y,combined_mild,DeBCR,0.3799062011464304,0.009150650368306257
SHSY5Y_Phase_B10_1_02d00h00m_4,SHSY5Y,combined_mild,PI-DDPM,0.38145830604541503,0.010702755267290864
SHSY5Y_Phase_B10_1_02d00h00m_4,SHSY5Y,combined_mild,PSF-Learning,0.20573145613021526,-0.1650240946479089
SHSY5Y_Phase_B10_1_02d00h00m_4,SHSY5Y,combined_mild,DoG_filter,0.4790899254415269,0.10833437466340273
SHSY5Y_Phase_B10_1_02d00h00m_4,SHSY5Y,combined_mild,DeBCR+DoG,0.502957467679313,0.13220191690118888
SHSY5Y_Phase_B10_1_02d00h00m_4,SHSY5Y,HQ_reference,raw_HQ,0.7374347624122196,0.36667921163409545
SHSY5Y_Phase_B10_1_02d08h00m_1,SHSY5Y,noise_50,raw,0.46345782875074276,0.0
SHSY5Y_Phase_B10_1_02d08h00m_1,SHSY5Y,noise_50,DeBCR,0.45631392316033176,-0.007143905590411004
SHSY5Y_Phase_B10_1_02d08h00m_1,SHSY5Y,noise_50,PI-DDPM,0.45766798905368267,-0.005789839697060095
SHSY5Y_Phase_B10_1_02d08h00m_1,SHSY5Y,noise_50,PSF-Learning,0.32326026558815235,-0.1401975631625904
SHSY5Y_Phase_B10_1_02d08h00m_1,SHSY5Y,noise_50,DoG_filter,0.46705012036619437,0.003592291615451604
SHSY5Y_Phase_B10_1_02d08h00m_1,SHSY5Y,noise_50,DeBCR+DoG,0.46956615931400536,0.006108330563262598
SHSY5Y_Phase_B10_1_02d08h00m_1,SHSY5Y,HQ_reference,raw_HQ,0.12951885975273644,-0.33393896899800635
SHSY5Y_Phase_B10_1_02d08h00m_1,SHSY5Y,combined_mild,raw,0.3712722482042234,0.0
SHSY5Y_Phase_B10_1_02d08h00m_1,SHSY5Y,combined_mild,DeBCR,0.3784075628539994,0.0071353146497760145
SHSY5Y_Phase_B10_1_02d08h00m_1,SHSY5Y,combined_mild,PI-DDPM,0.38233760483332996,0.01106535662910657
SHSY5Y_Phase_B10_1_02d08h00m_1,SHSY5Y,combined_mild,PSF-Learning,0.22470352547051367,-0.14656872273370972
SHSY5Y_Phase_B10_1_02d08h00m_1,SHSY5Y,combined_mild,DoG_filter,0.5068032055437187,0.13553095733949533
SHSY5Y_Phase_B10_1_02d08h00m_1,SHSY5Y,combined_mild,DeBCR+DoG,0.47808456271452043,0.10681231451029705
SHSY5Y_Phase_B10_1_02d08h00m_1,SHSY5Y,HQ_reference,raw_HQ,0.12951885975273644,-0.24175338845148694
SHSY5Y_Phase_B10_1_02d12h00m_2,SHSY5Y,noise_50,raw,0.4595924644367551,0.0
SHSY5Y_Phase_B10_1_02d12h00m_2,SHSY5Y,noise_50,DeBCR,0.45453092015857555,-0.005061544278179564
SHSY5Y_Phase_B10_1_02d12h00m_2,SHSY5Y,noise_50,PI-DDPM,0.45456644524173206,-0.005026019195023046
SHSY5Y_Phase_B10_1_02d12h00m_2,SHSY5Y,noise_50,PSF-Learning,0.3234302628333379,-0.1361622016034172
SHSY5Y_Phase_B10_1_02d12h00m_2,SHSY5Y,noise_50,DoG_filter,0.4651670199762623,0.005574555539507198
SHSY5Y_Phase_B10_1_02d12h00m_2,SHSY5Y,noise_50,DeBCR+DoG,0.4657937555553587,0.006201291118603569
SHSY5Y_Phase_B10_1_02d12h00m_2,SHSY5Y,HQ_reference,raw_HQ,0.7391144961316656,0.27952203169491047
SHSY5Y_Phase_B10_1_02d12h00m_2,SHSY5Y,combined_mild,raw,0.4071717138783749,0.0
